Familia	Especie	Categoría	Criterios	Fecha_evaluación	Fecha_publicación	Iniciativa	Estado
Bromeliaceae	Racinaea pectinata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea penlandii	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea quadripinnata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea riocreuxii	LC		2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Racinaea ropalocarpa	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea sanctae-martae	EN	B1+2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Racinaea seemannii	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea spiculosa	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea steyermarkii	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea subalata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea tenuispica	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea tetrantha	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Racinaea trapeziformis	DD		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Ronnbergia columbiana	NT		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Ronnbergia deleonii	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Ronnbergia explodens	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Ronnbergia killipiana	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Ronnbergia maidifolia	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Ronnbergia morreniana	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Ronnbergia nidularioides	EN	B1ab(iii)	2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Ronnbergia subpetiolata	CR	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Ronnbergia viridispica	CR	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Sequencia serrata	LC		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Steyerbromelia garcia-barrigae	LC		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Steyerbromelia naquenensis	CR	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Steyerbromelia nukakii	LC		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Streptocalyx colombianus	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Streptocalyx longifolius	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Streptocalyx poeppigii	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Streptocalyx poitaei	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Streptocalyx williamsii	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia abbreviata	DD		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia acosta-solisii	NT		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia acuminata	CR	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia adpressiflora	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia almeriae	DD		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia anceps	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia andreana	NT		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia archeri	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia bakiorum	DD		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia balbisiana	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia biflora	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia brevior	CR	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia breviturneri	EN	B1ab(iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia bulbosa	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia buseri	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia caloura	LC		2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia carrierei	DD		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia chartacea	CR	B1ab(ii, iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia circinnata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia clavigera	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia compacta	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia complanata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia confinis	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia cuatrecasasii	CR	B2ab(iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia dasyliriifolia	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia delicatula	LC		2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia denudata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia dichrophylla	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia disticha	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia elongata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia engleriana	CR	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia excavata	CR	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia fasciculata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia fassettii	EN	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia fendleri	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia flexuosa	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia fusiformis	EN	B1ab(iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia gardneri	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia humboldtii	DD		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia incarnata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia juncea	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia kegeliana	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia lajensis	LC		2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia longifolia	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia mima	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia monadelpha	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia myriantha	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia narthecioides	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia orbicularis	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia pallescens	VU	B1ab(iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia paraensis	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia pastensis	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia platyrhachis	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia polystachia	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia pruinosa	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia pyramidata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia racinae	EN	B1+2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia rariflora	CR	B2ab(iii)	2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia recurvata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia restrepoana	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia reversa	EN	B1ab(iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia rhomboidea	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia romeroi	EN	B1ab(iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia sangii	DD		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia schiedeana	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia schimperiana	CR	B1ab(iii)	2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia schultzei	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia secunda	NT		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia sigmoidea	EN	B1ab(iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia stipitata	LC		2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia suescana	EN	B1ab(iii)	2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia tovarensis	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia truncata	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia turneri	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia ultima	LC		2018	2019	LR GEPC - Especies Alta Montaña - Instituto Humboldt, ICN/Universidad Nacional, CEPF	Publicada (UICN + SIB)
Bromeliaceae	Tillandsia usneoides	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Tillandsia variabilis	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Bromeliaceae	Vriesea chontalensis	LC		2006	2006	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
